refseq_mrna,entrezgene,uniprot_gn,external_gene_name
547,NM_001010930,14548,Q58DZ5,Mrps33
548,NM_001010930,14548,Q8R2K5,Mrps33
549,NM_001010930,14548,Q9D2R8,Mrps33
550,NM_001010937,14623,P70689,Gjb6
551,NM_001010937,14623,Q3URC5,Gjb6
552,NM_001010941,14738,P35412,Gpr12
553,NM_001010973,15466,P97292,Hrh2
554,NM_001011517,329460,,Olfr1193
555,NM_001011518,258219,A0A286YD85,Olfr94
556,NM_001011518,258219,Q6UAH0,Olfr94
557,NM_001011519,258220,Q7TR35,Olfr1148
558,NM_001011520,258222,B2RVZ1,Olfr310
559,NM_001011523,258225,,Olfr913
560,NM_001011524,258227,Q7TQS3,Olfr1418
561,NM_001011525,258228,Q7TQS4,Olfr1415
562,NM_001011527,259143,Q7TRU8,Olfr503
563,NM_001011528,259144,B2RT27,Olfr456
564,NM_001011529,259145,Q7TQZ3,Olfr1251
565,NM_001011530,259147,,Olfr723
566,NM_001011531,259148,,Olfr329-ps
567,NM_001011532,259151,Q7TR84,Olfr1037
568,NM_001011533,259161,Q6W049,Olfr688
569,NM_001011534,258166,Q7TRA1,Olfr988
570,NM_001011535,258167,Q7TR17,Gm13757
571,NM_001011536,258168,Q7TRS5,Olfr566
572,NM_001011542,258173,,Olfr1532-ps1
573,NM_001011662,258178,,Olfr180
574,NM_001011684,433292,Q5H8A1,Nms
575,NM_001011687,497071,Q5GAM7,Rnase13
576,NM_001011695,257899,Q7TR99,Olfr1000
577,NM_001011707,69888,Q5GLZ0,Cyp2c66
578,NM_001011721,258218,B2RT33,Olfr102
579,NM_001011732,228787,Q5GH64,Xkr7
580,NM_001011733,545140,,Olfr288
581,NM_001011734,257875,,Olfr1116
582,NM_001011735,257880,,Olfr1066
583,NM_001011736,257881,Q7TS37,Olfr205
584,NM_001011737,257883,Q7TQU7,Olfr1357
585,NM_001011738,257884,Q7TRM0,Olfr744
586,NM_001011739,257885,Q7TRE0,Olfr885
587,NM_001011740,257886,,Olfr225
588,NM_001011741,257888,Q7TQT0,Olfr1386
589,NM_001011742,257891,Q7TRV1,Olfr479
590,NM_001011743,257892,Q5NCC7,Olfr324
591,NM_001011748,257898,Q7TRF3,Olfr867
592,NM_001011749,257902,Q9EPF6,Olfr704
593,NM_001011750,257904,,Olfr294
594,NM_001011751,257905,Q7TS06,Olfr298
595,NM_001011752,257906,Q7TS10,Olfr293
596,NM_001011753,257908,B2RTB9,Olfr115
597,NM_001011753,257908,Q7TRJ8,Olfr115
598,NM_001011754,257909,Q7TRM4,Olfr735
599,NM_001011755,257910,Q7TRP2,Olfr671
600,NM_001011756,257912,Q9EQ95,Olfr948
601,NM_001011757,257914,,Olfr663
602,NM_001011758,257915,,Olfr1016
603,NM_001011759,257916,Q7TR87,Olfr1031
604,NM_001011760,257917,Q7TRZ7,Olfr314
605,NM_001011761,257921,Q7TQZ9,Olfr1229
606,NM_001011767,257929,Q7TS05,Olfr299
607,NM_001011769,257931,,Olfr317
608,NM_001011770,257932,,Olfr332
609,NM_001011771,257933,,Olfr1089
610,NM_001011773,257935,Q7TQY1,Olfr1287
611,NM_001011774,257936,Q7TR89,Olfr1028
612,NM_001011775,257938,Q7TQS2,Olfr1419
613,NM_001011776,257939,Q7TRT9,Olfr527
614,NM_001011777,257941,Q7TR81,Olfr1042
615,NM_001011778,257943,Q7TS17,Olfr285
616,NM_001011778,404314,Q7TS17,Olfr285
617,NM_001011779,629524,,Olfr286
618,NM_001011780,634104,,Olfr287
619,NM_001011782,257947,,Olfr543
620,NM_001011784,257950,,Olfr1039
621,NM_001011785,257951,Q7TRA2,Olfr987
622,NM_001011787,257956,Q7TQX1,Olfr1307
623,NM_001011788,257961,,Olfr1432
624,NM_001011789,257962,Q7TS30,Olfr222
625,NM_001011790,257971,Q7TQT3,Olfr1382
626,NM_001011791,257972,Q7TS43,Olfr193
627,NM_001011793,257975,Q7TRR2,Olfr598
628,NM_001011794,257978,Q7TQW3,Olfr1322
629,NM_001011795,257980,Q7TQY8,Olfr1275
630,NM_001011796,257984,,Olfr1249
631,NM_001011797,257985,Q7TRI2,Olfr782
632,NM_001011798,257996,Q7TRE1,Olfr884
633,NM_001011799,258016,Q7TRV7,Olfr453
634,NM_001011800,258019,Q7TS33,Olfr212
635,NM_001011801,258020,Q7TS32,Olfr213
636,NM_001011802,258022,Q7TQW6,Olfr1318
637,NM_001011803,258023,,Olfr1306
638,NM_001011804,258025,Q7TR09,Olfr1211
639,NM_001011805,258027,Q7TQT1,Olfr1385
640,NM_001011806,258028,Q7TRD1,Olfr901
641,NM_001011807,258035,,Olfr191
642,NM_001011808,258036,Q7TS40,Olfr198
643,NM_001011809,258039,Q7TRM6,Olfr728
644,NM_001011810,258041,,Olfr485
645,NM_001011811,258042,Q7TRU9,Olfr487
646,NM_001011812,258046,Q9EQ94,Olfr951
647,NM_001011812,258046,Q7TRB2,Olfr951
648,NM_001011813,258051,Q6UAH1,Olfr93
649,NM_001011814,258055,Q7TRU0,Olfr524
650,NM_001011815,258056,Q7TRT7,Olfr533
651,NM_001011816,258060,Q7TR18,Olfr1181
652,NM_001011818,258064,,Olfr316
653,NM_001011819,258065,Q7TRZ9,Olfr312
654,NM_001011820,258067,Q7TQU5,Olfr1359
655,NM_001011821,258068,Q7TRH7,Olfr804
656,NM_001011822,258069,Q7TRI1,Olfr787
657,NM_001011823,258074,Q7TRG8,Olfr834
658,NM_001011824,258075,Q7TRG9,Olfr832
659,NM_001011825,258085,Q7TR58,Olfr1105
660,NM_001011826,258086,Q7TRA6,Olfr967
661,NM_001011827,258087,Q7TRA9,Olfr963
662,NM_001011828,258089,Q7TS03,Olfr304
663,NM_001011829,258094,Q7TRJ0,Olfr761
664,NM_001011830,258095,Q7TRJ5,Olfr119
665,NM_001011831,258097,Q7TQQ3,Olfr1500
666,NM_001011832,258098,A0A1L1SVH0,Olfr1490
667,NM_001011832,258098,Q7TQQ5,Olfr1490
668,NM_001011833,258101,Q7TR40,Olfr1137
669,NM_001011834,258103,Q7TR34,Olfr1152
670,NM_001011835,258105,Q7TR28,Olfr1162
671,NM_001011836,258111,,Olfr1129
672,NM_001011837,258113,,Olfr748
673,NM_001011839,258117,Q7TQR7,Olfr1437
674,NM_001011840,258120,Q7TQR3,Olfr1463
675,NM_001011841,258121,Q7TQR2,Olfr1465
676,NM_001011842,258123,Q7TQQ8,Olfr1474
677,NM_001011845,258135,,Olfr597
678,NM_001011846,258136,Q7TRU4,Olfr517
679,NM_001011847,258139,Q7TRR7,Olfr591
680,NM_001011848,258147,Q7TRP1,Olfr675
681,NM_001011849,258150,Q7TRH9,Olfr792
682,NM_001011850,258151,Q7TQQ2,Olfr1505
683,NM_001011851,258153,Q7TRW7,Olfr412
684,NM_001011852,258154,,Olfr1029
685,NM_001011853,258155,Q7TQS1,Olfr1425
686,NM_001011854,258156,,Olfr605
687,NM_001011855,258158,Q7TS53,Olfr169
688,NM_001011856,258159,,Olfr1331
689,NM_001011857,258160,Q7TRN7,Olfr685
690,NM_001011858,258163,Q7TRU7,Olfr504
691,NM_001011859,258165,Q7TRA7,Olfr965
692,NM_001011860,258177,Q7TR02,Olfr1222
693,NM_001011861,100502887,,Olfr331
694,NM_001011862,258180,Q7TRN3,Olfr699
695,NM_001011863,258181,Q7TRX0,Olfr406
696,NM_001011864,258183,Q7TRC3,Olfr917
697,NM_001011865,258189,,Olfr624
698,NM_001011866,258196,Q7TS01,Olfr309
699,NM_001011867,258201,Q7TRT5,Olfr538
700,NM_001011868,258203,Q7TR20,Olfr1178
701,NM_001011869,258207,Q7TRV8,Olfr452
702,NM_001011870,258214,,Olfr1329
703,NM_001011871,258215,Q7TRU6,Olfr506
704,NM_001011872,258216,,Olfr1034
705,NM_001011873,381246,Q5GH62,Xkr9
706,NM_001011874,497097,Q5GH67,Xkr4
707,NM_001011875,497106,Q5GAM8,Rnase12
708,NM_001011875,497106,W0UUY1,Rnase12
709,NM_001011876,630952,Q5GAN0,Ang6
710,NM_001011877,497113,Q5GAM9,Rnase11
711,NM_001011877,497113,W0UVF9,Rnase11
712,NM_001012236,22040,Q91XB0,Trex1
713,NM_001012265,257963,Q7TRF7,Olfr857
714,NM_001012266,257872,Q7TRG7,Olfr835
715,NM_001012269,258008,,Olfr1513
716,NM_001012273,11799,O70201,Birc5
717,NM_001012273,11799,Q549P2,Birc5
718,NM_001012305,277468,Q5FWH7,Slc39a12
719,NM_001012306,15494,P26150,Hsd3b3
720,NM_001012307,497114,Q5G866,Defa23
721,NM_001012309,237859,Q5NCR9,Nsrp1
722,NM_001012310,104910,Q6IS41,Slc25a47
723,NM_001012311,319207,Q3V0V1,Pgbd1
724,NM_001012322,319229,Q5FWI2,Sctr
725,NM_001012323,381530,Q5FW60,Mup20
726,NM_001012324,407800,Q5FW85,Ecm2
727,NM_001012325,432769,,Zfp708
728,NM_001012330,30928,Q9WUK6,Zbtb18
729,NM_001012335,17242,P12025,Mdk
730,NM_001012336,17242,P12025,Mdk
731,NM_001012363,117591,Q99JJ2,Slc2a9
732,NM_001012363,117591,Q3T9X0,Slc2a9
733,NM_001012363,117591,Q7TSK9,Slc2a9
734,NM_001012363,117591,B9EHN5,Slc2a9
735,NM_001012392,228801,Q61114,Bpifb1
736,NM_001012396,30963,B9EHK9,Hacd1
737,NM_001012396,30963,A2AQ81,Hacd1
738,NM_001012400,230696,,AU022252
739,NM_001012401,243912,Q5EBG6,Hspb6
740,NM_001012402,328779,Q5GFD5,Hs3st6
741,NM_001012402,328779,A2RTI7,Hs3st6
742,NM_001012434,233529,Q5EER8,Kctd14
743,NM_001012448,432769,,Zfp708
744,NM_001012449,432769,,Zfp708
745,NM_001012450,140577,Q69ZU8,Ankrd6
746,NM_001012451,140577,Q69ZU8,Ankrd6
747,NM_001012477,20315,P40224,Cxcl12
748,NM_001012517,171167,Q5F2L2,Fut10
749,NM_001012518,77683,Q5DW34,Ehmt1
750,NM_001012520,503550,B2KG20,Klri1
751,NM_001012623,116837,Q7TPL9,Rims1
752,NM_001012624,116837,Q7TPL9,Rims1
753,NM_001012625,116837,Q7TPL9,Rims1
754,NM_001012638,497652,Q5EE38,Acd
755,NM_001012638,497652,B2RS36,Acd
756,NM_001012640,100503970,Q5ERI8,AY761185
757,NM_001012667,102032,Q80ZU4,Smim19
758,NM_001012704,408190,Q5DQQ6,Wfdc13
759,NM_001012723,277345,,Wfdc16
760,NM_001012725,433502,F6ULY1,Wfdc6b
761,NM_001012726,503692,,Aym1
762,NM_001012765,224129,P84309,Adcy5
763,NM_001013012,67109,Q8BIF9,Zfp787
764,NM_001013013,68460,Q8CHS7,Dhrs7c
765,NM_001013019,68852,Q3TYX2,Lrrn4cl
766,NM_001013022,70113,Q5M8M2,Odf3b
767,NM_001013023,545725,Q8CHZ9,Mterf1a
768,NM_001013024,72607,Q5BKP2,Usp13
769,NM_001013025,73122,Q3UR70,Tgfbrap1
770,NM_001013026,74044,Q5NC05,Ttf2
771,NM_001013028,103266,Q9DAM7,Tmem263
772,NM_001013256,68964,Q5SUQ9,Ctc1
773,NM_001013360,504193,,Npcd
774,NM_001013362,504193,,Npcd
775,NM_001013365,18413,P53347,Osm
776,NM_001013366,101240,Q7TMQ7,Wdr91
777,NM_001013367,105787,Q5EG47,Prkaa1
778,NM_001013367,105787,Q3TUQ7,Prkaa1
779,NM_001013368,108961,Q58FA4,E2f8
780,NM_001013369,109054,Q6P0X1,Pfdn4
781,NM_001013369,109054,Q3UWL8,Pfdn4
782,NM_001013370,140742,P58006,Sesn1
783,NM_001013371,209200,Q3UIR3,Dtx3l
784,NM_001013372,211064,P0CB42,Alkbh1
785,NM_001013372,211064,Q5XLJ1,Alkbh1
786,NM_001013372,211064,E0CYA7,Alkbh1
787,NM_001013372,211064,E0CX46,Alkbh1
788,NM_001013372,654309,P0CB42,Alkbh1
789,NM_001013372,654309,Q5XLJ1,Alkbh1
790,NM_001013372,654309,E0CYA7,Alkbh1
791,NM_001013372,654309,E0CX46,Alkbh1
792,NM_001013373,214531,,Tmprss13
793,NM_001013374,214895,D3Z4P2,Lman2l
794,NM_001013374,214895,P59481,Lman2l
795,NM_001013375,217109,Q3U3Q3,Utp18
796,NM_001013375,217109,Q5SSI6,Utp18
797,NM_001013376,227522,A2AJG0,Rpp38
798,NM_001013377,230098,Q66JY6,Arhgef39
799,NM_001013378,231915,,Uspl1
800,NM_001013379,234358,,Zfp930
801,NM_001013380,234663,Q6PDL0,Dync1li2
802,NM_001013381,237926,Q5SUV1,Rsad1
803,NM_001013382,240899,Q5M8M9,Lrrc52
804,NM_001013384,244550,Q6P3Y9,Podnl1
805,NM_001013385,268934,G3XA00,Grm4
806,NM_001013386,276952,Q5SSG5,Rasl10b
807,NM_001013387,319535,,Zfp182
808,NM_001013389,380836,Q5NCE8,Mrs2
809,NM_001013390,399548,Q1MXF9,Scn4b
810,NM_001013390,399548,Q7M729,Scn4b
811,NM_001013391,432508,Q6NVF9,Cpsf6
812,NM_001013393,433719,Q5RIS0,Gm11487
813,NM_001013405,382117,,Tcaim
814,NM_001013411,432450,Q4PNJ2,Nkain2
815,NM_001013412,541307,,Ccl26
816,NM_001013414,216860,Q5NCX5,Neurl4
817,NM_001013441,237422,Q80XE1,Ric8b
818,NM_001013575,258096,Q8C0S2,Olfr112
819,NM_001013577,66209,Q3TXT3,Inip
820,NM_001013580,93742,G3XA13,Pard3
821,NM_001013580,93742,A5D6P2,Pard3
822,NM_001013580,93742,B7ZNY3,Pard3
823,NM_001013580,93742,Q4JJC0,Pard3
824,NM_001013581,93742,G3XA13,Pard3
825,NM_001013581,93742,A5D6P2,Pard3
826,NM_001013581,93742,B7ZNY3,Pard3
827,NM_001013581,93742,Q4JJC0,Pard3
828,NM_001013607,327956,Q5SXG7,Vmo1
829,NM_001013608,76251,,Ercc6l2
830,NM_001013609,541463,Q5DP50,Tex24
831,NM_001013616,94088,Q8BGE7,Trim6
832,NM_001013741,13199,Q80TS7,Ddn
833,NM_001013745,22715,Q8C6P8,Zfp57
834,NM_001013749,210573,Q68FE7,Tmem151b
835,NM_001013750,210962,,Gm597
836,NM_001013751,214292,Q5G5D5,Syna
837,NM_001013753,219228,,Pcdh17
838,NM_001013755,230757,,5730409E04Rik
839,NM_001013756,230824,Q5FWH3,Grhl3
840,NM_001013757,232585,Q6DFV8,Vwde
841,NM_001013758,237403,Q6GQU6,Lingo3
842,NM_001013759,237891,Q5SSG4,Gas2l2
843,NM_001013760,238829,Q80ZS5,Cldn34b3
844,NM_001013761,239789,,Gmnc
845,NM_001013762,240549,Q5FW57,Gm4952
846,NM_001013764,244595,,Ces1a
847,NM_001013765,245109,Q80VJ6,Zscan4c
848,NM_001013766,268288,B9EKF8,Samd3
849,NM_001013767,268958,Q6J756,Capn11
850,NM_001013769,380855,Q7M6Y1,Rsl1
851,NM_001013770,381236,Q3UT41,Lipo3
852,NM_001013771,381260,,Gm973
853,NM_001013773,381680,Q3TBA1,Nxpe5
854,NM_001013774,381686,C0LLJ0,Kpna7
855,NM_001013776,382106,,Fbxw24
856,NM_001013777,382867,Q5HZG9,Zfp488
857,NM_001013778,383103,Q6NVH0,Tvp23a
858,NM_001013779,383619,Q91VJ1,Aim2
859,NM_001013780,384071,A2ADF7,Slc25a34
860,NM_001013783,432552,Q5STT6,Fam71b
861,NM_001013784,432582,,Ccdc92b
862,NM_001013785,432720,G3X9Y6,Akr1c19
863,NM_001013786,432731,Q5RJ54,Zscan26
864,NM_001013787,432736,,Vmn1r209
865,NM_001013792,432940,Q3UCV8,Otulin
866,NM_001013797,433180,Q8BT20,Spink6
867,NM_001013799,433294,B2RVS5,Mettl21c
868,NM_001013799,433294,Q8BLU2,Mettl21c
869,NM_001013802,72899,Q3UYG8,Macrod2
870,NM_001013802,72899,Q05C81,Macrod2
871,NM_001013802,72899,Q9D117,Macrod2
872,NM_001013804,229574,,Flg2
873,NM_001013806,433667,Q3UX43,Ankrd13c
874,NM_001013810,434171,Q8CDK1,Gm5591
875,NM_001013810,100038967,Q8CDK1,Gm5591
876,NM_001013811,434197,Q8CHT6,Fam169b
877,NM_001013813,270118,,Maml2
878,NM_001013814,434437,Q8CFA2,Amt
879,NM_001013814,434437,A2RSW6,Amt
880,NM_001013816,434459,Q810Q0,Gm5622
881,NM_001013817,434484,Q6NSQ5,Sp140
882,NM_001013820,434674,B2RT89,Slc22a28
883,NM_001013823,435285,Q91W93,Krtap4-16
884,NM_001013824,435337,Q8BX20,Gm5662
885,NM_001013826,435391,Q8BK84,Dupd1
886,NM_001013829,435684,Q8CG80,Shf
887,NM_001013832,436440,F8VQN3,Gpr31b
888,NM_001013833,19091,P0C605,Prkg1
889,NM_001013833,19091,Q8BQ38,Prkg1
890,NM_001013833,19091,Q8BND1,Prkg1
891,NM_001014390,69181,Q5U4C9,Dyrk2
892,NM_001014394,381628,Q58Y75,Adgrf3
893,NM_001014395,382156,Q5XG67,Fbxw22
894,NM_001014397,433804,,Zfp985
895,NM_001014398,541610,,Trcg1
896,NM_001014399,320712,Q59IW5,Abi3bp
897,NM_001014399,320712,Q59IW9,Abi3bp
898,NM_001014399,320712,Q59IW6,Abi3bp
899,NM_001014422,320712,Q59IW5,Abi3bp
900,NM_001014422,320712,Q59IW9,Abi3bp
901,NM_001014422,320712,Q59IW6,Abi3bp
902,NM_001014423,320712,Q59IW5,Abi3bp
903,NM_001014423,320712,Q59IW9,Abi3bp
904,NM_001014423,320712,Q59IW6,Abi3bp
905,NM_001014424,320712,Q59IW5,Abi3bp
906,NM_001014424,320712,Q59IW9,Abi3bp
907,NM_001014424,320712,Q59IW6,Abi3bp
908,NM_001014761,72821,Q56A07,Scn2b
909,NM_001014761,72821,Q1MXF8,Scn2b
910,NM_001014836,432479,,4930404N11Rik
911,NM_001014900,332934,A2BGJ5,Zmynd12
912,NM_001014973,217463,,Snx13
913,NM_001014974,67534,Q80UG8,Ttll4
914,NM_001014976,105988,P60330,Espl1
915,NM_001014981,104082,Q920I9,Wdr7
916,NM_001014995,68521,Q5HZJ5,Fam189b
917,NM_001014996,219103,Q569L8,Cenpj
918,NM_001014997,232415,Q3UU75,Gm156
919,NM_001014997,232415,Q58A37,Gm156
920,NM_001015039,231125,Q6ZPK7,Zfyve28
921,NM_001015046,380711,Q5SVL6,Rap1gap2
922,NM_001015099,217558,Q5RJY2,G2e3
923,NM_001015507,321006,Q80TR8,Dcaf1
924,NM_001015681,230259,Q0P6E2,E130308A19Rik
925,NM_001015876,100929,A0A0R4J0L2,Tyw1
926,NM_001015876,100929,Q8BJM7,Tyw1
927,NM_001015889,108143,Q8VI33,Taf9
928,NM_001017362,550619,A6PWV5,Arid3c
929,NM_001017362,550619,B7ZP08,Arid3c
930,NM_001017393,434935,Q5FWD5,Gm21943
931,NM_001017393,108168625,Q5FWD5,Gm21943
932,NM_001017393,108168634,Q5FWD5,Gm21943
933,NM_001017393,108168635,Q5FWD5,Gm21943
934,NM_001017393,108168659,Q5FWD5,Gm21943
935,NM_001017393,108168661,Q5FWD5,Gm21943
936,NM_001017393,108168663,Q5FWD5,Gm21943
937,NM_001017393,108168664,Q5FWD5,Gm21943
938,NM_001017394,100039753,,Gm20815
939,NM_001017407,65971,Q7TSD4,Tbata
940,NM_001017409,65971,Q7TSD4,Tbata
941,NM_001017419,65971,Q7TSD4,Tbata
942,NM_001017426,216850,Q5NCY0,Kdm6b
943,NM_001017427,242505,Q5RI75,Rasef
944,NM_001017429,12856,P56394,Cox17
945,NM_001017429,12856,Q54AC6,Cox17
946,NM_001017433,65971,Q7TSD4,Tbata
947,NM_001017441,65971,Q7TSD4,Tbata
948,NM_001017525,74007,Q6GQW0,Btbd11
949,NM_001017955,232875,,Zscan18
950,NM_001017959,16784,Q8C5K0,Lamp2
951,NM_001017959,16784,P17047,Lamp2
952,NM_001017966,68817,A2ADY9,Ddi2
953,NM_001017966,68817,Q9ER99,Ddi2
954,NM_001017968,503610,Q5Y5T2,Zdhhc18
955,NM_001017983,239554,Q3USW5,Foxred2
956,NM_001017985,277939,Q52KB6,C2cd3
957,NM_001017985,277939,D3Z4D9,C2cd3
958,NM_001018002,73693,Q8CCG4,Dppa4
959,NM_001018013,73456,Q9D9J7,Izumo1
960,NM_001018019,433899,,Grxcr1
961,NM_001018031,229389,Q4ZJM7,Otol1
962,NM_001018042,20687,O70494,Sp3
963,NM_001018063,553127,Q9D1F0,Rtl8b
964,NM_001018079,69520,Q6PAI4,Lce3f
965,NM_001018087,434784,Q7TPY9,Ldoc1
966,NM_001024134,69097,Q8R096,Trim15
967,NM_001024134,69097,G3UY57,Trim15
968,NM_001024135,211255,G5E8C2,Kbtbd7
969,NM_001024136,75691,Q6GQX6,Anks6
970,NM_001024137,78390,Q50L43,Pla2g4d
971,NM_001024138,209776,Q80UC8,Gpr139
972,NM_001024138,209776,A0A142CHG4,Gpr139
973,NM_001024139,235130,P59384,Adamts15
974,NM_001024141,245610,Q4ZGD9,Nxf3
975,NM_001024142,269529,Q7TQF2,Fbxo10
976,NM_001024145,271844,Q50L41,Pla2g4f
977,NM_001024147,545758,Q8BJG1,Gm5868
978,NM_001024148,552899,Q6PDD0,Ugt2a2
979,NM_001024205,68564,Q5F2E7,Nufip2
980,NM_001024206,245828,B1ASW5,Trappc1
981,NM_001024206,245828,Q14BF8,Trappc1
982,NM_001024206,245828,Q5NCF2,Trappc1
983,NM_001024225,503491,Q5G865,Defa24
984,NM_001024230,432555,,Gm5431
985,NM_001024385,66586,Q80ZM8,Crls1
986,NM_001024458,11518,Q9QYC0,Add1
987,NM_001024468,12035,P24288,Bcat1
988,NM_001024468,12035,Q8CBC8,Bcat1
989,NM_001024468,12035,Q3TJN1,Bcat1
990,NM_001024474,68203,Q5PR73,Diras2
991,NM_001024474,68203,Q3UWU7,Diras2
992,NM_001024478,68764,Q8BL00,Cdhr3
993,NM_001024504,102323,Q8BZJ7,Dcun1d2
994,NM_001024504,102323,A0A0N4SW97,Dcun1d2
995,NM_001024504,102323,G5E8Q6,Dcun1d2
996,NM_001024504,102323,G5E8Q5,Dcun1d2
997,NM_001024508,105246,Q3UQU0,Brd9
998,NM_001024508,105246,A0A0R4J175,Brd9
999,NM_001024512,105428,Q6NSV7,Fam149b
1000,NM_001024526,207214,G3X9Q6,Larp4
1001,NM_001024539,216148,E9QLZ0,Shc2
1002,NM_001024539,216148,Q8BMC3,Shc2
1003,NM_001024560,225861,Q80ZJ7,Snx32
1004,NM_001024602,217882,Q80U49,Cep170b
1005,NM_001024602,217882,B9EIX2,Cep170b
1006,NM_001024604,105522,Q505D1,Ankrd28
1007,NM_001024606,382051,Q504M2,Pdp2
1008,NM_001024614,75784,,1700007G11Rik
1009,NM_001024616,227624,Q5U3K5,Rabl6
1010,NM_001024617,234515,Q6P1Y8,Inpp4b
1011,NM_001024617,234515,Q3URI3,Inpp4b
1012,NM_001024618,241431,Q4U4S6,Xirp2
1013,NM_001024619,244152,Q08EE6,Tsku
1014,NM_001024619,244152,Q8CBR6,Tsku
1015,NM_001024622,76302,Q3TM89,Pcnp
1016,NM_001024622,76302,Q3UCC5,Pcnp
1017,NM_001024622,76302,Q6P8I4,Pcnp
1018,NM_001024624,382253,Q3UTQ8,Cdkl5
1019,NM_001024626,408062,,Zfp873
1020,NM_001024645,268747,Q3UFQ8,Carmil3
1021,NM_001024672,554292,Q76I26,Methig1
1022,NM_001024673,330496,Q4VK74,Ifnl2
1023,NM_001024698,232680,Q504N0,Cpa2
1024,NM_001024699,232879,Q52KG4,Zbtb45
1025,NM_001024702,239659,Q4ZJM9,C1ql4
1026,NM_001024703,244049,Q5RJH2,Mctp2
1027,NM_001024705,381832,,Prpmp5
1028,NM_001024706,432825,,Gm5458
1029,NM_001024707,435965,,Lrp3
1030,NM_001024709,544710,A0A1W2P7T6,Krtap10-10
1031,NM_001024712,100042149,,Gm3696
1032,NM_001024714,545055,Q91VB1,Cma2
1033,NM_001024716,110253,Q99KW3,Triobp
1034,NM_001024717,545276,P61315,Gal3st3
1035,NM_001024719,545288,Q569X9,Cyp2c67
1036,NM_001024720,545370,D3YXG0,Hmcn1
1037,NM_001024721,545384,E9PVL3,Ifi214
1038,NM_001024726,545938,Q3TQG9,Zfp607a
1039,NM_001024728,546049,Q8C7T0,C330021F23Rik
1040,NM_001024731,100044193,,Gm20939
1041,NM_001024806,12607,,Cebpz
1042,NM_001024837,110532,Q91ZS8,Adarb1
1043,NM_001024841,229588,Q569E4,Gm128
1044,NM_001024841,229588,G9MDF2,Gm128
1045,NM_001024842,109663,P31313,Hoxc11
1046,NM_001024846,22720,Q3UGK1,Zfp62
1047,NM_001024848,278679,,Apol7b
1048,NM_001024849,329575,,Gm14325
1049,NM_001024850,434769,Q4TU83,Rhox10
1050,NM_001024851,545554,B2RW11,Ankrd34a
1051,NM_001024853,30056,Q9WV98,Timm9
1052,NM_001024854,30056,Q9WV98,Timm9
1053,NM_001024856,140810,Q3UVR3,Ttbk2
1054,NM_001024857,140810,Q3UVR3,Ttbk2
1055,NM_001024910,103080,A0A1W2P6J7,Sept10
1056,NM_001024911,103080,A0A1W2P6J7,Sept10
1057,NM_001024917,333789,,N4bp2
1058,NM_001024918,71137,Q7TNK1,Rfx4
1059,NM_001024919,69556,Q5SQY2,Bod1
1060,NM_001024920,216964,B2RVS3,Trp53i13
1061,NM_001024920,216964,Q5F267,Trp53i13
1062,NM_001024922,234374,Q4FZF3,Ddx49
1063,NM_001024926,192986,Q5SSH8,Cyb5d2
1064,NM_001024927,327958,Q3UHE1,Pitpnm3
1065,NM_001024928,384763,Q2TL60,Zfp667
1066,NM_001024931,52897,Q8BIF2,Rbfox3
1067,NM_001024932,545812,Q2YFS1,Pilrb2
1068,NM_001024945,104009,Q8BND5,Qsox1
1069,NM_001024950,240068,,Zfp563
1070,NM_001024952,381305,Q4VGL6,Rc3h1
1071,NM_001024954,80720,Q99NE9,Pbx4
1072,NM_001024955,18708,Q80UI5,Pik3r1
1073,NM_001024955,18708,P70305,Pik3r1
1074,NM_001024955,18708,P26450,Pik3r1
1075,NM_001025067,269473,B2RRI5,Lrig2
1076,NM_001025067,269473,Q52KR2,Lrig2
1077,NM_001025074,18212,P15209,Ntrk2
1078,NM_001025074,18212,Q3UHE3,Ntrk2
1079,NM_001025083,382282,Q4TU81,Rhox12
1080,NM_001025084,385343,,Rhox1
1081,NM_001025085,545013,Q5BKP9,Gm5797
1082,NM_001025086,547168,,Rhox7a
1083,NM_001025093,11909,P16951,Atf2
1084,NM_001025093,11909,Q543G2,Atf2
1085,NM_001025093,11909,Q640L6,Atf2
1086,NM_001025102,212772,Q8BIX3,Arl14ep
1087,NM_001025103,213573,Q80ZJ8,Cracr2b
1088,NM_001025156,70829,Q7TQK5,Ccdc93
1089,NM_001025163,330463,Q5U406,Zfp78
1090,NM_001025163,330463,Q8BJ21,Zfp78
1091,NM_001025192,13052,P97792,Cxadr
1092,NM_001025240,384813,Q7M766,Gm5346
1093,NM_001025241,434960,Q5FWB5,Gm20747
1094,NM_001025241,100041284,Q5FWB5,Gm20747
1095,NM_001025241,100862371,Q5FWB5,Gm20747
1096,NM_001025241,108168629,Q5FWB5,Gm20747
1097,NM_001025244,432602,Q8CAY5,Krtap31-2
1098,NM_001025245,17196,Q5D096,Mbp
1099,NM_001025245,17196,P04370,Mbp
1100,NM_001025245,17196,Q542T4,Mbp
1101,NM_001025246,277414,Q4QQM4,Trp53i11
1102,NM_001025250,22339,,Vegfa
1103,NM_001025251,17196,Q5D096,Mbp
1104,NM_001025251,17196,P04370,Mbp
1105,NM_001025251,17196,Q542T4,Mbp
1106,NM_001025254,17196,Q5D096,Mbp
1107,NM_001025254,17196,P04370,Mbp
1108,NM_001025254,17196,Q542T4,Mbp
